area_type,location,total_sqft,size,bath,balcony,price
Super built-up  Area,Frazer Town,2400,3,3,2,260
Super built-up  Area,Marathahalli,1435,3,3,1,73
Super built-up  Area,Jakkur,3405,4,6,3,400
Built-up  Area,Kodihalli,1620,3,3,2,130
Super built-up  Area,Whitefield,1862,3,3,2,125
Super built-up  Area,Kaikondrahalli,674,2,1,1,19.9
Super built-up  Area,Marathahalli,1220,2,2,1,59
Super built-up  Area,Haralur Road,1027,2,2,2,44
Super built-up  Area,Electronic City,1025,2,2,1,49
Super built-up  Area,Thanisandra,1430,3,2,3,54.5
Super built-up  Area,Panathur,1235,2,2,3,65
Super built-up  Area,Electronics City Phase 1,1291,3,2,3,32
Super built-up  Area,Kanakpura Road,1498,3,3,2,95
Super built-up  Area,Sarjapur  Road,2180,3,3,2,240
Super built-up  Area,Electronic City,1000,2,2,1,29.7
Plot  Area,Ejipura,922,2,2,1,70
Built-up  Area,Victoria Layout,850,2,2,1,72
Plot  Area,New Thippasandra,750,3,3,2,155
Super built-up  Area,AECS Layout,1123,2,2,2,64
Super built-up  Area,Raja Rajeshwari Nagar,1235,2,2,1,75
Super built-up  Area,Kogilu,1250,2,2,1,55.55
Plot  Area,Whitefield,2403,4,5,1,360
Super built-up  Area,Sarjapur  Road,984,2,2,1,45.91
Super built-up  Area,Sarjapur  Road,1305,2,2,1,99
Plot  Area,Attur Layout,1200,2,1,0,65
Plot  Area,1st Block HRBR Layout,600,3,3,1,90
Super built-up  Area,Hebbal,2790,4,5,3,204
Super built-up  Area,Old Madras Road,2010,4,3,2,125
Built-up  Area,Electronics City Phase 1,995,2,2,0,42
Built-up  Area,Varthur Road,1277,2,2,2,59
Super built-up  Area,7th Phase JP Nagar,1236,2,2,2,61.33
Super built-up  Area,Akshaya Nagar,1265,2,2,3,67
Super built-up  Area,Kanakpura Road,525,1,2,1,27
Built-up  Area,Gubbalala,2570,5,4,1,141
Plot  Area,Hennur Road,2400,4,5,3,390
Super built-up  Area,Shikaripalya,1442,3,3,2,56.24
Super built-up  Area,Ardendale,1224,2,2,2,70
Super built-up  Area,Bellandur,1205,2,2,1,59
Super built-up  Area,Richmond Town,1233,2,2,3,100
Super built-up  Area,5th Block Hbr Layout,1312,2,2,3,69
Super built-up  Area,Electronic City,1449,3,3,2,90
Super built-up  Area,Yelenahalli,1090,2,2,1,54
Plot  Area,Kaggadasapura,2100,5,5,0,150
Super built-up  Area,Uttarahalli,1390,3,2,3,62.55
Super built-up  Area,JP Nagar,1200,2,2,3,78
Plot  Area,Mallasandra,600,4,2,2,50
Super built-up  Area,BTM 2nd Stage,1000,2,2,2,58
Plot  Area,Devanahalli,2400,4,5,2,190
Super built-up  Area,Thanisandra,1732,3,3,1,85.73
Super built-up  Area,Banashankari,1290,2,2,2,80
Super built-up  Area,Marasandra,1840,3,3,3,85
Super built-up  Area,Thanisandra,1917,3,4,2,100
Built-up  Area,Bhuvaneshwari Nagar,1100,2,2,2,57
Super built-up  Area,Kudlu,1455,3,2,3,60
Super built-up  Area,Old Airport Road,2774,4,4,3,208
Plot  Area,Haralur Road,1200,5,5,1,255
Super built-up  Area, Devarachikkanahalli,1425,3,2,2,65
Super built-up  Area,Whitefield,1655,3,3,1,113
Super built-up  Area,Haralur Road,2805,4,5,3,160
Built-up  Area,R.T. Nagar,600,7,7,3,93
Super built-up  Area,AGS Layout,1040,2,2,1,46.79
Super built-up  Area,Akshaya Nagar,1126,2,2,1,55
Plot  Area,Kodichikkanahalli,1600,6,4,1,200
Super built-up  Area,Hebbal,1250,2,2,1,55.55
Plot  Area,Yelahanka,1800,4,4,2,180
Plot  Area,Kalkere Channasandra,1200,2,2,0,53
Built-up  Area,Ashirvad Colony,2050,4,3,1,100
Super built-up  Area,Whitefield,530,1,1,1,29.44
Built-up  Area,Sarjapur,2586,4,4,0,139.5
Super built-up  Area,Kambipura,883,2,2,1,37
Super built-up  Area,Uttarahalli,1490,3,2,2,59.6
Super built-up  Area,Ramagondanahalli,1295,2,2,2,95
Super built-up  Area,Sompura,1275,3,3,1,59
Super built-up  Area,Doddabanahalli,800,2,2,2,30
Super built-up  Area,Devanahalli,1200,1,1,0,95
Super built-up  Area,Bellandur,1063,2,2,1,58
Super built-up  Area,Balagere,656,1,1,1,43
Super built-up  Area,Shakthi Nagar,1125,2,2,2,36
Super built-up  Area,Marathahalli,881,2,2,1,48.06
Plot  Area,Nayandanahalli,1350,9,8,2,200
Built-up  Area,Bisuvanahalli,700,2,1,1,32
Plot  Area,AGS Layout,1936,3,3,0,110
Super built-up  Area,Hosa Road,1680,3,3,1,101
Super built-up  Area,Rayasandra,1253,2,2,2,57
Super built-up  Area,Rajaji Nagar,1640,3,3,3,230
Super built-up  Area,Mysore Road,1082,3,3,2,50
Built-up  Area,Electronic City,1065,2,2,1,30.75
Super built-up  Area,Iblur Village,2100,3,4,2,145
Super built-up  Area,Electronic City,1070,2,2,1,58
Super built-up  Area,Raja Rajeshwari Nagar,1280,3,3,2,57.6
Plot  Area,6th block Koramangala,1200,5,5,2,300
Built-up  Area,Electronic City Phase II,1125,2,2,1,29.25
Super built-up  Area,Sarjapur  Road,1755,3,3,2,122
Super built-up  Area,Electronic City,1210,2,2,1,54
Super built-up  Area,Talaghattapura,951,2,2,2,30.43
Built-up  Area,Electronic City,1500,3,2,1,75
Super built-up  Area,Coffee Board Layout,1653,3,3,2,90
Super built-up  Area,Yeshwanthpur,1381,3,2,2,76.18
Super built-up  Area,Whitefield,1085,2,2,1,57
Super built-up  Area,Whitefield,905,1,1,1,50
Super built-up  Area,Hennur Road,1685,3,3,2,95
Super built-up  Area,Somasundara Palya,1200,2,2,2,75
Super built-up  Area,Anandapura,1151,2,2,1,42.9
Built-up  Area,Brookefield,3532,4,3,3,170
Super built-up  Area,Kanakpura Road,1665,3,3,2,86.91
Built-up  Area,Kengeri Satellite Town,800,2,2,1,40
Built-up  Area,Chamrajpet,1050,2,2,1,162
Super built-up  Area,Rajiv Nagar,1030,2,2,2,46.5
Super built-up  Area,Hoodi,1257,2,2,1,71.03
Super built-up  Area,Whitefield,1600,3,3,2,82
Super built-up  Area,Choodasandra,1465,3,3,3,75
Super built-up  Area,Jakkur,1650,3,3,2,111
Super built-up  Area,Haralur Road,1243,2,2,2,46
Built-up  Area,Yelahanka New Town,680,2,1,1,80
Plot  Area,Whitefield,1230,4,4,2,80
Super built-up  Area,Koramangala,1300,2,2,2,82
Built-up  Area,KR Puram,1000,2,2,1,44.5
Super built-up  Area,Mahadevpura,1146,2,2,1,53.8
Super built-up  Area,Hennagara,1200,6,6,3,120
Super built-up  Area,Indira Nagar,2601,3,4,1,312
Super built-up  Area,Vishwanatha Nagenahalli,2159,3,3,2,110
Super built-up  Area,Whitefield,1255,2,2,2,40
Super built-up  Area,Hebbal Kempapura,1130,2,2,2,60
Super built-up  Area,Padmanabhanagar,1200,2,2,1,60
Built-up  Area,Sarjapur  Road,1040,2,2,1,37
Plot  Area,TC Palaya,1500,8,8,2,150
Plot  Area,Byrathi Village,906,4,3,2,55
Super built-up  Area,Uttarahalli,1180,2,2,1,41.3
Plot  Area,Ullal Uppanagar,1200,7,7,2,169
Plot  Area,Govindpura,850,6,7,2,100
Super built-up  Area,KR Puram,1200,2,2,3,47
Built-up  Area,Sarjapur  Road,1374,3,3,2,51
Super built-up  Area,Vidyaranyapura,4700,9,10,3,130
Super built-up  Area,Whitefield,631,1,1,0,32.15
Plot  Area, south,2400,3,2,0,480
Super built-up  Area,Haralur Road,1027,2,2,2,44
Plot  Area,Ittamadu,1200,5,4,1,130
Super built-up  Area,Jalahalli,2384,3,4,2,165
Super built-up  Area,Electronic City,1033,3,2,2,28.41
Super built-up  Area,Yelahanka,1200,2,2,1,54
Built-up  Area,Haralur Road,2017,3,3,2,105
Plot  Area,Rainbow Drive,1500,3,3,2,138
Super built-up  Area,Kamala Nagar,700,2,2,0,43
Plot  Area,Shampura,1150,6,6,2,75
Super built-up  Area,Kanakpura Road,1495,3,2,2,52.33
Super built-up  Area,Kothanur,1302,2,2,1,68.5
Built-up  Area,Whitefield,905,1,1,1,52
Super built-up  Area,Raja Rajeshwari Nagar,1303,2,2,1,55.79
Built-up  Area,Electronics City Phase 1,1350,3,3,0,71
Super built-up  Area,Gottigere,1380,3,2,2,95
Super built-up  Area,Harlur,1620,3,3,1,110
Built-up  Area,Chandapura,4800,4,4,3,250
Super built-up  Area,Sarjapur  Road,1000,2,2,1,38.5
Plot  Area,Ramamurthy Nagar,800,3,4,0,88
Super built-up  Area,Thanisandra,1250,2,1,1,54
Built-up  Area,3rd Block Koramangala,1750,3,3,3,170
Super built-up  Area,Anekal,997,3,3,2,55
Super built-up  Area,Kothanur,1760,3,3,1,111
Super built-up  Area,Yelahanka,1322,2,2,2,75
Plot  Area,Kanaka Nagar,1365,3,3,0,99
Super built-up  Area,Sahakara Nagar,1500,3,3,2,125
Super built-up  Area,Kaggadasapura,1256,3,2,2,50
Super built-up  Area,Brookefield,941,2,2,2,48
Plot  Area,Devanahalli,5000,4,4,3,465
Super built-up  Area,Kanakpura Road,1665,3,3,2,86.58
Super built-up  Area,Hennur Road,1414,2,2,1,84.18
Super built-up  Area,Chikkalasandra,1270,3,2,3,55.25
Plot  Area,Madiwala,800,3,2,2,80
Plot  Area,Kengeri Satellite Town,4100,4,3,0,300
Built-up  Area,Mathikere,1800,6,3,1,105
Built-up  Area,Pattanagere,850,2,2,0,35
Super built-up  Area,Kanakpura Road,712,1,1,1,38.44
Super built-up  Area,Rajaji Nagar,2648,4,5,0,251.5
Plot  Area,Basaveshwara Nagar Yelahanka,900,3,4,2,180
Plot  Area,TC Palaya,900,2,2,0,55
Super built-up  Area,Hebbal,1200,2,2,1,49
Super built-up  Area,Kengeri Satellite Town,654,1,1,1,22
Super built-up  Area,Peenya,708,2,1,1,55
Plot  Area,Singapura Village,600,4,5,3,75
Built-up  Area,Wilson Garden,1680,3,3,3,135
Super built-up  Area,Jakkasandra Extension,990,2,2,2,58
Super built-up  Area,Uttarahalli,1380,2,2,1,42
Super built-up  Area,Hebbal,1088,2,2,2,62
Super built-up  Area,Harlur,1414,3,3,2,77.5
Built-up  Area,Seshadripuram,1240,2,2,1,100
Built-up  Area,Ganesha Block,1810,3,3,3,118
Super built-up  Area,4th Block Jayanagar,2005,3,3,2,240
Super built-up  Area,Kothanur,1185,2,2,2,58
Plot  Area,Whitefield,1200,3,3,2,57.15
Super built-up  Area,Electronic City,1070,2,2,1,52
Super built-up  Area,Shikaripalya,1265,2,2,1,58
Built-up  Area,Sahakara Nagar,1100,2,2,1,55
Built-up  Area,Friends Colony,1035,2,2,2,44
Super built-up  Area,Sonnenahalli,615,1,1,0,30.715
Built-up  Area,2nd Block Jayanagar,1000,2,2,1,97
Super built-up  Area,Hegde Nagar,1179,2,2,2,49.35
Super built-up  Area,Vittasandra,1650,3,3,1,84
Plot  Area,Malur Hosur Road,2800,6,4,3,100
Plot  Area,Lakshmipura Vidyaanyapura,3500,8,6,2,120
Built-up  Area,Nagaraja Garden,1430,3,3,1,78.65
Super built-up  Area,Marathahalli,1130,3,2,2,58
Super built-up  Area,JP Nagar,1850,3,2,1,110
Super built-up  Area,Hennur,1340,3,3,2,54.24
Super built-up  Area,Sarjapur  Road,4334,4,2,1,338
Plot  Area,Nagawara Junction,600,2,2,0,30
Super built-up  Area,Banashankari,2582,3,5,2,250
Super built-up  Area,Channasandra,1160,2,2,1,55
Built-up  Area,Hegganahalli,1200,1,2,1,45
Built-up  Area,Rajanna Layout,1116,2,2,1,37.6
Plot  Area,Nagarbhavi  BDA Complex,600,3,2,1,85
Super built-up  Area,Sarakki Nagar,2663,3,4,1,338
Built-up  Area,Devasthanagalu,1090,2,2,2,45
Super built-up  Area,JP Nagar,1100,2,2,1,45
Super built-up  Area,Kammasandra,1365,3,2,1,34.13
Super built-up  Area,Vijayanagar,1484,3,3,2,79.19
Super built-up  Area,Green Glen Layout,1630,3,3,2,68
Super built-up  Area,Whitefield,1451,3,2,2,52.43
Super built-up  Area,Kanakpura Road,1330,2,2,1,107
Super built-up  Area,Thanisandra,2127,3,3,2,135
Plot  Area,Adityanagar,875,5,5,3,120
Plot  Area,Hallehalli,1260,4,4,2,65
Super built-up  Area,Sarjapur  Road,1173,3,2,2,45.75
Super built-up  Area,Electronics City Phase 1,1445,3,2,1,56
Super built-up  Area,Jayamahal Extension,2250,4,4,1,400
Plot  Area,Bannerghatta Road,1500,3,4,2,239
Super built-up  Area,Thanisandra,2337,3,3,0,115.89
Super built-up  Area,JP Nagar,1197,2,2,1,47.88
Plot  Area,2nd Stage Nagarbhavi,1200,4,4,1,225
Super built-up  Area,Sarjapur  Road,3930,5,7,1,329
Super built-up  Area,Kanakpura Road,1450,3,3,3,62.4
Super built-up  Area,Whitefield,1187,2,2,1,37.85
Plot  Area,Wilson Garden,4000,6,6,3,850
Super built-up  Area,Channasandra,1050,2,2,2,41
Super built-up  Area,Panathur,1370,3,2,2,54.8
Super built-up  Area,Yelahanka,1036,2,2,2,39.37
Super built-up  Area,JP Nagar,1275,3,3,2,41.2
Super built-up  Area,Old Madras Road,2010,4,3,2,115
Super built-up  Area,Thigalarapalya,1418,2,2,2,106
Super built-up  Area,Thanisandra,1265,2,2,2,46.6
Super built-up  Area,Anandapura,1576,3,3,2,58
Super built-up  Area,Dodda Nekkundi,1148,2,2,1,56
Super built-up  Area,Green View Layout,1000,2,2,1,36
Super built-up  Area,Kudlu,1293,3,2,2,85
Plot  Area,TC Palaya,1200,3,2,0,66
Super built-up  Area,Munnekollal,1210,2,2,3,75
Built-up  Area,HSR Layout,1126,2,2,1,69
Built-up  Area,Sarakki Nagar,1840,3,4,1,175
Built-up  Area,Vidyaranyapura,1440,3,2,0,70
Built-up  Area,Ramamurthy Nagar,1300,3,2,2,52
Super built-up  Area,Thanisandra,1276,2,2,2,75
Plot  Area,Gidada Konnenahalli,600,6,4,2,105
Super built-up  Area,Whitefield,1216,2,2,1,83
Super built-up  Area,Marenahalli,840,1,1,0,75
Plot  Area,Sector 1 HSR Layout,1240,5,5,3,300
Built-up  Area,Sompura,1126,2,2,2,39
Plot  Area,Mysore Road,45,1,1,0,23
Super built-up  Area,Raja Rajeshwari Nagar,1162,2,2,0,65
Super built-up  Area,Whitefield,1301,2,2,2,65
Super built-up  Area,Devanahalli,658,1,1,1,34
Plot  Area,Sahakara Nagar,1350,3,3,1,250
Super built-up  Area,Whitefield,2500,3,3,2,280
Built-up  Area,1st Phase JP Nagar,#VALUE!,1,1,1,63
Built-up  Area,Chandapura,1209,3,3,2,42
Super built-up  Area,Raja Rajeshwari Nagar,1133,2,2,2,38.41
Super built-up  Area,Shettigere,1760,3,2,1,116
Super built-up  Area,Bisuvanahalli,1075,3,2,1,52
Super built-up  Area,Sarjapur,940,2,2,1,25.38
Super built-up  Area,Badavala Nagar,1145,2,2,2,57
Super built-up  Area,Bannerghatta Road,1303,2,2,0,67.73
Built-up  Area,Rahat Bagh,3900,4,5,1,550
Super built-up  Area,Omarbagh Layout,3318,4,5,0,268.5
Built-up  Area,Dasarahalli,1300,2,2,2,50
Super built-up  Area,Malleshwaram,2475,3,4,3,326
Super built-up  Area,6th Phase JP Nagar,2040,3,3,1,200
Built-up  Area,Hosakerehalli,1200,1,1,0,150
Plot  Area,Jigani,2420,4,4,1,190
Built-up  Area,Thubarahalli,1216,2,2,1,80
Super built-up  Area,Tumkur Road,1459,3,2,1,110
Super built-up  Area,Jakkur,1622,3,2,0,80
Super built-up  Area,Kanakpura Road,1843,3,3,2,85
Super built-up  Area,Badavala Nagar,1274,2,2,1,81
Plot  Area,Chikkasandra,600,2,1,1,52
Super built-up  Area,Malleshpalya,1430,3,2,1,69.5
Plot  Area,Kammanahalli,1800,4,2,0,280
Super built-up  Area,Begur Road,1565,3,2,2,57.91
Super built-up  Area, Devarabeesana Halli,1670,3,3,2,160
Super built-up  Area,Lakshminarayana Pura,1695,3,3,2,150
Super built-up  Area,Akshayanagara West,1410,2,2,2,75
Super built-up  Area,Kengeri Satellite Town,1060,2,2,3,42
Built-up  Area,Sarjapur  Road,1120,2,2,2,50
Plot  Area,Hosa Road,880,2,2,0,50
Super built-up  Area,Jalahalli,1083,2,2,1,32.49
Super built-up  Area,Dodda Nekkundi,1435,3,3,3,57.2
Super built-up  Area,Doddakallasandra,1425,3,2,2,56.99
Super built-up  Area,Arekere,900,2,2,3,50
Built-up  Area,Escorts Colony,2400,5,5,2,93
Built-up  Area,Thanisandra,693,1,1,1,34.3
Plot  Area,Kengeri,600,3,3,1,90
Super built-up  Area,Electronic City,2435,4,4,3,119
Super built-up  Area,Iblur Village,1920,3,3,2,150
Super built-up  Area,Electronic City,630,1,1,1,47
Super built-up  Area,Bisuvanahalli,1075,3,2,1,50
Plot  Area,Hulimavu,1200,5,5,0,101
Super built-up  Area,Nagavarapalya,705,1,1,1,55
Super built-up  Area,Srinivasa Nagar,1200,3,2,2,75.6
Super built-up  Area,Mahadevpura,1532,2,2,2,62
Super built-up  Area,Rajiv Nagar,1330,2,2,1,93
Plot  Area,3rd Block Hrbr Layout,1200,4,3,1,210
Built-up  Area,Sarjapur  Road,1530,3,2,2,60
Super built-up  Area,Kasavanhalli,1105,2,2,2,42
Plot  Area,1st Phase JP Nagar,1566,2,2,0,180
Super built-up  Area,Harlur,1630,3,3,1,95.1
Built-up  Area,5th Phase JP Nagar,1256,2,2,1,62.8
Built-up  Area,Banashankari,1200,6,6,2,180
Built-up  Area,Brookefield,1595,3,2,3,75
Super built-up  Area,7th Phase JP Nagar,1000,2,2,2,53
Super built-up  Area,Poorna Pragna Layout,1475,3,2,2,58.99
Plot  Area,"asha township, off hennur road",2400,5,5,3,285
Super built-up  Area,Electronic City Phase II,1000,2,2,1,28.88
Plot  Area,1A Block Koramangala,2360,4,4,1,650
Super built-up  Area,Uttarahalli,1737,3,2,3,95
Super built-up  Area,Electronic City Phase II,1000,2,2,1,28.88
Super built-up  Area,Near International Airport,2100,4,4,2,150
Built-up  Area,Hosakerehalli,3600,8,6,1,145
Built-up  Area,Mysore Road,883,2,2,1,50
Super built-up  Area,Haralur Road,1243,2,2,2,46
Super built-up  Area,BTM Layout,1776,3,2,3,75
Super built-up  Area,Anjanapura,1347,3,2,1,37.72
Super built-up  Area,Whitefield,1330,3,2,2,55
Plot  Area,Sector 1 HSR Layout,600,2,2,1,120
Built-up  Area,Rajaji Nagar,3730,4,4,3,370
Super built-up  Area,Harlur,1459,3,3,2,135
Super built-up  Area,Thanisandra,2259,4,5,2,135
Built-up  Area,JP Nagar,2700,7,4,1,160
Super built-up  Area,Gubbalala,1008,2,2,2,32.25
Super built-up  Area,NTI Layout,1200,2,2,2,52.5
Super built-up  Area,Vasanth nagar,2328,4,4,1,528
Plot  Area,BTM 1st Stage,600,7,7,3,110
Super built-up  Area,Electronic City,660,2,1,1,15.5
Super built-up  Area,Rajaji Nagar,1800,3,2,2,250
Super built-up  Area,Rajaji Nagar,3100,4,4,3,550
Super built-up  Area,Yelahanka,1405,2,2,0,50.58
Super built-up  Area,Yelahanka,602,1,1,1,26
Super built-up  Area,Marathahalli,1710,3,3,2,100
Super built-up  Area,JP Nagar,1500,3,2,3,82
Built-up  Area,Glass Factory Layout,1539,3,3,2,60
Plot  Area,Fraser town,806,6,3,1,128
Super built-up  Area,Judicial Layout,1100,3,2,1,53
Super built-up  Area,Raja Rajeshwari Nagar,1151,2,2,1,49
Super built-up  Area,Dasappa Layout,920,2,2,1,46
Super built-up  Area,Kathriguppe,1350,3,3,3,78.3
Super built-up  Area,Bannerghatta Road,1200,2,2,2,65
Super built-up  Area,Thanisandra,1265,2,2,1,78
Plot  Area,Chelekare,600,8,6,2,60
Super built-up  Area,Sarjapur  Road,1700,3,3,2,93.5
Built-up  Area,Ramamurthy Nagar,1600,3,3,0,75
Built-up  Area,4th T block Jayanagar,1550,4,4,1,120
Built-up  Area,R.T. Nagar,1560,3,3,3,125
Plot  Area,Horamavu Agara,1000,6,5,3,98
Super built-up  Area,Haralur Road,1243,2,2,2,46
Plot  Area,Raja Rajeshwari Nagar,1200,4,4,1,160
Super built-up  Area,Sarjapur  Road,1403,3,3,1,56
Super built-up  Area,Doddakallasandra,1010,2,2,1,40.39
Super built-up  Area,Tumkur Road,1416,3,3,1,94
Super built-up  Area,Kanakpura Road,1628,2,2,2,68
Plot  Area,Chamrajpet,1660,4,4,2,211
Super built-up  Area,7th Phase JP Nagar,1680,3,3,2,125
Super built-up  Area,Doddathoguru,1595,3,3,3,62
Super built-up  Area,Kanakpura Road,1507,3,2,3,95
Super built-up  Area,Frazer Town,2560,3,3,1,288
Super built-up  Area,Hennur Road,1949,3,3,1,133
Plot  Area,BTM 2nd Stage,800,2,2,1,175
Built-up  Area,Electronic City Phase II,1000,2,2,1,28.88
Super built-up  Area,Sonam Layout,905,2,2,1,50
Super built-up  Area,Hosakerehalli,2480,3,3,2,245
Super built-up  Area,CR Layout,1495,3,3,1,200
Super built-up  Area,Kaikondrahalli,1605,3,3,3,105
Built-up  Area,Bommanahalli,1290,2,2,1,73
Super built-up  Area,Yelahanka,1100,2,2,1,60
Super built-up  Area,Vishveshwarya Layout,2100,6,6,0,92
Super built-up  Area,Electronics City Phase 1,995,2,2,1,49.8
Plot  Area,Banashankari Stage II,500,2,2,1,55
Super built-up  Area,Rajaji Nagar,3526,4,4,3,598
Super built-up  Area,Gottigere,1425,3,2,2,47
Super built-up  Area,BTM 4th Stage,1455,3,2,2,55
Super built-up  Area,Jalahalli West,550,1,1,1,23
Super built-up  Area,Uttarahalli,1385,3,2,2,48.48
Plot  Area,Vishveshwarya Layout,7000,4,4,1,210
Super built-up  Area,Srinivasa Nagar,4000,5,3,0,130
Super built-up  Area,Gollahalli,1060,2,2,1,53
Super built-up  Area,AGS Layout,1080,3,2,2,75
Built-up  Area,HBR Layout,1783,3,3,2,125
Super built-up  Area,Haralur Road,1520,3,2,2,90
Super built-up  Area,Sarjapur  Road,1060,2,2,1,55
Super built-up  Area,Raja Rajeshwari Nagar,1267,2,2,1,54.35
Super built-up  Area,Whitefield,1155,2,2,2,55
Built-up  Area,Karuna Nagar,2500,3,3,2,180
Super built-up  Area,Bannerghatta Road,1240,2,2,1,65
Super built-up  Area,Gollahalli,1570,3,3,2,78
Super built-up  Area,NGR Layout,1019,2,2,1,45.9
Super built-up  Area,Whitefield,1355,2,3,3,76
Super built-up  Area,Arekempanahalli,1537,3,3,2,110
Super built-up  Area,Whitefield,4075,4,5,3,226
Super built-up  Area,Raja Rajeshwari Nagar,1550,3,3,3,52.45
Built-up  Area,Raja Rajeshwari Nagar,1100,2,2,1,50
Super built-up  Area, Devarabeesana Halli,1750,3,3,2,150
Super built-up  Area,9th Phase JP Nagar,1466,2,2,2,71
Super built-up  Area,Rachenahalli,1550,3,3,2,72.5
Super built-up  Area,Akshaya Nagar,2300,3,4,3,102
Super built-up  Area,Kengeri,540,1,1,1,22.5
Plot  Area,8th Phase JP Nagar,950,3,3,2,130
Built-up  Area,Chamundi Nagar,2800,7,7,1,250
Super built-up  Area,Silk Board,1020,2,2,3,48
Super built-up  Area,Cunningham Road,2880,3,3,2,501
Super built-up  Area,Hebbal,1987,3,4,2,165
Super built-up  Area,Hoodi,1305,2,2,1,75
Built-up  Area,Sarjapur,2100,4,3,1,125
Built-up  Area,Electronic City,1125,2,2,1,32.5
Super built-up  Area,Horamavu Banaswadi,1225,2,2,2,49.5
Super built-up  Area,Hennur,1255,2,2,1,55.5
Super built-up  Area,MRCR Layout,1191,2,2,1,90
Plot  Area,Uttarahalli,3600,6,6,2,303
Built-up  Area,Electronic City,1165,2,2,1,33.64
Super built-up  Area,Kacharakanahalli,865,2,2,1,35.11
Super built-up  Area,Nagarbhavi,1850,3,2,2,88
Super built-up  Area,Marsur,497,2,1,1,17
Super built-up  Area,Hennur Road,1232,2,2,2,89
Super built-up  Area,Thanisandra,1732,3,3,3,85.73
Super built-up  Area,Yelahanka,1614,3,2,1,100
Built-up  Area,Magadi Road,600,2,1,1,22
Super built-up  Area,Thigalarapalya,2072,3,4,2,155
Super built-up  Area,Electronic City,919,2,2,2,34
Built-up  Area,Shettihalli,2100,4,4,1,90
Built-up  Area,Shampura,672,4,3,1,54
Built-up  Area,J C Nagar,800,8,6,3,110
Plot  Area,Marsur,1200,3,3,1,150
Super built-up  Area,OLd Gurappanapalya,2849,4,5,1,250
Built-up  Area,Doctors Layout,1000,2,2,2,42
Super built-up  Area,Whitefield,1216,2,2,1,75
Super built-up  Area,Lingadheeranahalli,2245,4,4,2,154
Super built-up  Area,Bannerghatta Road,1476,3,3,1,125
Super built-up  Area,Ambedkar Nagar,1852,3,3,2,130
Super built-up  Area,Udaya Nagar,1225,2,2,2,47
Super built-up  Area,Panathur,1597,3,3,1,67.12
Super built-up  Area,Jakkur,2423,3,4,3,160
Super built-up  Area,Marathahalli,1152,2,2,1,90
Super built-up  Area,Harlur,1762,3,3,2,133
Plot  Area,Kammasandra,1400,3,3,2,92
Super built-up  Area,Rachenahalli,1530,3,2,2,74.4
Plot  Area,New Thippasandra,2400,6,6,3,400
Super built-up  Area,Raja Rajeshwari Nagar,1185,2,2,2,40.17
Super built-up  Area,Yelahanka,1890,3,3,2,108
Super built-up  Area,Varthur Road,1247,3,2,2,58
Plot  Area,1st Block Jayanagar,700,8,4,1,104
Plot  Area,HRBR Layout,1000,6,6,3,275
Super built-up  Area,Bellandur,1201,2,2,2,59.99
Built-up  Area,Gunjur Palya,830,2,2,2,40
Built-up  Area,Electronic City Phase II,1165,2,2,1,30.29
Super built-up  Area,Bommanahalli,1100,2,1,2,55
Built-up  Area,9th Phase JP Nagar,1890,3,2,1,93
Super built-up  Area,Maithri Layout,1685,3,3,2,60
